Code,Freshman 2018,Party (1=Dem),Open 2018,Modeled Rating,Incumbent.name,Open.2016,Uncontested.2018,Sabato.20170315,Sabato.20170327,Sabato.20170330,Sabato.20170410,Sabato.20170413,Sabato.20170427,Sabato.20170430,Sabato.20170510,Sabato.20170517,Sabato.20170621,Sabato.20170726,Sabato.20170907,Sabato.20171005,Sabato.20171019,Sabato.20171107,Sabato.20171129,Sabato.20171205,Sabato.20180108,Sabato.20180110,Sabato.20180112,Sabato.20180118,Sabato.20180126,Sabato.20180129,Sabato.20180205,Sabato.20180220,Sabato.20180308,Sabato.20180315,Sabato.20180325,Sabato.20180330,Sabato.20180411,Sabato.20180426,Sabato.20180504,Sabato.20180509,Sabato.20180516,Sabato.20180524,Sabato.20180529,Sabato.20180606,Sabato.20180613,Sabato.20180620,Sabato.20180628,Sabato.20180724
NY-15,,1,,Safe D,"Serrano, Jos?",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-16,,1,,Safe D,"Engel, Eliot",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-17,,1,,Safe D,"Lowey, Nita",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-18,,1,,Lean D,"Maloney, Sean Patrick",,,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Likely D,Likely D,Likely D,Likely D,Likely D
NY-19,YES,-1,,Tossup,"Faso, John",YES,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
NY-20,,1,,Safe D,"Tonko, Paul",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-21,,-1,,Lean R,"Stefanik, Elise",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
NY-22,YES,-1,,Likely R,"Tenney, Claudia",YES,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
NY-23,,-1,,Likely R,"Reed, Tom",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
NY-24,,-1,,Lean D,"Katko, John",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
NY-25,,1,,Safe D,VACANT,,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-26,,1,,Safe D,"Higgins, Brian",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
NY-27,,-1,,Safe R,"Collins, Chris",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-01,,-1,,Lean R,"Chabot, Steve",,,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up
OH-02,,-1,,Likely R,"Wenstrup, Brad",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-03,,1,,Safe D,"Beatty, Joyce",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OH-04,,-1,,Safe R,"Jordan, Jim",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-05,,-1,,Safe R,"Latta, Bob",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-06,,-1,,Safe R,"Johnson, Bill",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-07,,-1,,Safe R,"Gibbs, Bob",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
OH-08,,-1,,Safe R,"Davidson, Warren",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OH-09,,1,,Safe D,"Kaptur, Marcy",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OH-10,,-1,,Tossup,"Turner, Mike",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
OH-11,,1,,Safe D,"Fudge, Marcia",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OH-12,YES,-1,,Likely R,VACANT,,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up
OH-13,,1,,Safe D,"Ryan, Tim",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OH-14,,-1,,Lean R,"Joyce, David",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
OH-15,,-1,,Likely R,"Stivers, Steve",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
OH-16,,-1,YES,Lean R,"Renacci, Jim",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OK-01,,-1,YES,Safe R,"Bridenstine, Jim",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OK-02,,-1,,Safe R,"Mullin, Markwayne",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OK-03,,-1,,Safe R,"Lucas, Frank",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OK-04,,-1,,Safe R,"Cole, Tom",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OK-05,,-1,,Likely R,"Russell, Steve",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
OR-01,,1,,Safe D,"Bonamici, Suzanne",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OR-02,,-1,,Safe R,"Walden, Greg",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
OR-03,,1,,Safe D,"Blumenauer, Earl",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OR-04,,1,,Likely D,"DeFazio, Peter",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
OR-05,,1,,Likely D,"Schrader, Kurt",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
PA-01,,-1,,Tossup,"Fitzpatrick, Brian",,,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
PA-02,,1,,Safe D,"Boyle, Brendan",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
PA-03,,1,,Safe D,"Evans, Dwight",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
PA-04,,1,YES,Safe D,¡X,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
PA-05,,-1,YES,Safe D,"Meehan, Pat",,,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
PA-06,,-1,YES,Likely D,"Costello, Ryan",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D
PA-07,,-1,YES,Lean D,"Dent, Charlie",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
PA-08,,1,,Lean D,"Cartwright, Matt",YES,,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D
PA-09,,-1,YES,Safe R,"Barletta, Lou",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
PA-10,,-1,,Lean R,"Perry, Scott",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
PA-11,,-1,,Safe R,"Smucker, Lloyd",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
PA-12,,-1,,Safe R,"Marino, Tom",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
PA-13,,-1,YES,Safe R,"Shuster, Bill",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
PA-14,,1,YES,Safe R,"Lamb, Conor",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Safe R,Safe R
PA-15,,-1,,Safe R,"Thompson, Glenn",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
PA-16,,-1,,Safe R,"Kelly, Mike",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R
PA-17,,-1,YES,Tossup,"Rothfus/Lamb, Keith/Conor",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
PA-18,,1,,Safe D,"Doyle, Mike",,1,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
RI-01,,1,,Safe D,"Cicilline, David",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
